Questions,Difficulty,Category
Explain QOS?,2.0,Other
What is the use of deinit in swift?,1.0,Other
What is the difference between atomic- and non-atomic properties? Which is the default for synthesized properties? When would you use one over the other?,2.0,Other
How can you prevent the iOS 8 app's streaming video media from being captured by QuickTime Player on Yosemite during screen recording?,2.0,Other
Does Objective-C contain private methods?,,Other
What is a plist?,1.0,Other
Explain MVC?,2.0,Other
What is the purpose of reuseIdentifier? What is the benefit of setting it into a non-nil value?,1.0,Other
What are Swift’s advantages?,1.0,Other
What is the difference between an ‘App ID’ and a ‘Bundle ID’? What is each used for?,2.0,Other
What is an abstract class in Cocoa?,1.0,Other
What is the difference between Cocoa and Cocoa Touch?,2.0,Other
What is NSURLConnection class? Define its types and use cases.,1.0,Other
Explain Swift’s pattern matching techniques,2.0,Other
What is the relation between iVar and @property?,2.0,Other
What is a Guard statement?,1.0,Other
How is memory management handled on iOS?,2.0,OS
"
Find Python Training in Other Regions",,Other
Explain the characteristics of Android.,2.0,Other
Why cannot you run the standard Java bytecode on Android?,2.0,Other
Can Android applications only be programmed in Java?,2.0,Other
Where will you declare your activity so the system can access it?,2.0,Other
What is a NinePatch (9-patch) image?,1.0,Other
What is the difference between an implicit intent and an explicit intent?,2.0,Other
Where can you define the icon for your activity?,2.0,Other
What is ADB?,1.0,Other
What are the different storage methods in Android?,1.0,Other
What is action in Android?,1.0,Other
What is an ANR notification in Android?,1.0,Other
Define the three key loops when monitoring an activity.,1.0,Other
How do you find a view element in your program?,2.0,Other
Which dialog boxes can you use in your Android application?,2.0,Other
"Name the resource that is a compiled visual resource, which can be used as a background, title, or in other parts of the screen.",2.0,Other
How can two Android applications share the same Linux user ID and the VM?,2.0,OS
Can you deploy executable JARs on Android? Which packaging is supported by Android?,2.0,Other
Is it okay to change the name of an application after its deployment?,1.0,Other
How can ANR be prevented?,2.0,Other
"How can your application perform actions that are provided by another application, e.g., sending an email?",2.0,Other
How will you pass data to sub-activities?,2.0,Other
"
Find Python Training in Other Regions",,Other
Compare MongoDB with Cassandra.,2.0,SQL
What makes MongoDB the best?,1.0,SQL
How to do transactions/locking in MongoDB?,2.0,SQL
When and to what extent does data get extended to multi-slice?,1.0,Other
Compare MongoDB with Couchbase and CouchbaseDB.,2.0,SQL
When do we use a namespace in MongoDB?,1.0,SQL
"If you remove an object attribute, is it deleted from the database?",,SQL
How can we move an old file into the moveChunk directory?,2.0,OS
Explain the situation when an index does not fit into RAM.,2.0,SQL
How does MongoDB provide consistency?,2.0,SQL
Why is MongoDB not chosen for a 32-bit system?,2.0,SQL
How does Journaling work in MongoDB?,2.0,SQL
How can you isolate the cursors from intervening with the write operations?,2.0,Other
Define MongoDB.,1.0,SQL
Explain the replica set.,2.0,Other
What are the key features of MongoDB?,1.0,SQL
What is CRUD?,1.0,SQL
What is Sharding?,1.0,Other
What is Aggregation in MongoDB?,1.0,SQL
Define Namespace in MongoDB.,1.0,SQL
Which syntax is used to create a Collection in MongoDB?,1.0,SQL
Which syntax is used to drop a Collection in MongoDB?,1.0,SQL
Explain Replication.,2.0,Other
What is the use of an Index in MongoDB?,1.0,SQL
Which command is used for inserting a document in MongoDB?,1.0,SQL
What is the use of GridFS in MongoDB?,1.0,SQL
What is the use of Journaling in MongoDB?,1.0,SQL
Which command is used to see a connection?,1.0,Other
Define the primary Replica set.,1.0,Other
Define the secondary Replica sets.,1.0,Other
What is the use of Profiler?,1.0,Other
What type of data is stored by MongoDB?,1.0,SQL
What is the purpose of Replication?,1.0,Other
What are Embedded documents?,1.0,OS
Define the application-level Encryption.,1.0,Other
What is Storage Encryption?,1.0,Other
Which method is used to create an index?,1.0,SQL
What is Replica set oplog?,1.0,Other
What is Vertical Scaling?,1.0,Other
Define Horizontal Scaling.,1.0,Other
What are the components of the Sharded cluster?,1.0,Other
Which command is used to create a database?,1.0,SQL
Which command is used to drop a database?,1.0,SQL
What is the use of the pretty() method?,1.0,Other
Which method is used to remove a document from a collection?,1.0,SQL
Define MongoDB Projection.,1.0,SQL
What is the use of the limit() method?,1.0,Other
What is the syntax of the limit() method?,1.0,Other
What is the syntax of the sort() method?,1.0,Other
Which command is used to create a backup of the database?,1.0,SQL
What is a Collection in MongoDB?,1.0,SQL
What is the use of the db command?,1.0,Other
Which method is used to update documents into a collection?,1.0,SQL
What is the syntax of the skip() method?,1.0,Other
Which command is used to restore the backup?,1.0,Other
What is the use of the dot notation in MongoDB?,1.0,SQL
Define Auditing.,1.0,Other
Define the Aggregation pipeline.,1.0,SQL
Define MapReduce.,1.0,Other
What is Splitting in MongoDB?,1.0,SQL
Which language is used to write for MongoDB?,1.0,SQL
In which format does MongoDB store data?,1.0,SQL
What is the use of the save() method?,1.0,Other
What is MongoDB?,1.0,SQL
What is the use of MongoDB?,1.0,SQL
What do you understand by NoSQL databases? Is MongoDB a NoSQL database? Explain.,2.0,SQL
What type of a DBMS is MongoDB?,1.0,SQL
What is the difference between MongoDB and MySQL?,2.0,SQL
What is the use of MongoDB?,1.0,SQL
What kind of a database is MongoDB?,1.0,SQL
Which language is MongoDB written in?,1.0,SQL
What are the limitations of the 32-bit versions of MongoDB?,1.0,SQL
"While creating a schema in MongoDB, what are the points need to be taken into consideration?",1.0,SQL
"
Find MongoDB Training in Other Regions",,SQL
What is Apache HBase?,1.0,Other
Compare HBase & Cassandra,2.0,Other
Give the name of the key components of HBase,1.0,Other
What is S3?,1.0,Other
What is the use of get() method?,1.0,Other
What is the reason of using HBase?,1.0,Other
In how many modes HBase can run?,2.0,Other
Define the difference between hive and HBase?,2.0,Other
Define column families?,1.0,Other
Define standalone mode in HBase?,1.0,Other
What is decorating Filters?,1.0,Other
What is the full form of YCSB?,1.0,Other
What is the use of YCSB?,1.0,Other
Which operating system is supported by HBase?,1.0,OS
What is the most common file system of HBase?,1.0,OS
Define Pseudodistributed mode?,1.0,Other
What is regionserver?,1.0,Other
Define MapReduce.,1.0,Other
What are the operational commands of HBase?,1.0,Other
Which code is used to open the connection in Hbase?,1.0,Other
Which command is used to show the version?,1.0,Other
What is use of tools command?,1.0,Other
What is the use of shutdown command?,1.0,Other
What is the use of truncate command?,1.0,SQL
Which command is used to run HBase Shell?,1.0,Other
Which command is used to show the current HBase user?,1.0,Other
How to delete the table with the shell?,2.0,SQL
What is use of InputFormat in MapReducr process?,1.0,OS
What is the full form of MSLAB?,1.0,Other
Define LZO?,1.0,Other
What is HBaseFsck?,1.0,Other
What is REST?,1.0,Other
Define Thrift?,1.0,Other
What are the fundamental key structures of HBase?,1.0,Other
What is JMX?,1.0,Other
What is nagios?,1.0,Other
What is the syntax of describe Command?,2.0,Other
What the is the use of exists command?,1.0,Other
What is the use of MasterServer?,1.0,Other
What is HBase Shell?,1.0,Other
What is the use of ZooKeeper?,1.0,Other
Define catalog tables in HBase?,1.0,Other
Define cell in HBase?,1.0,Other
Define compaction in HBase?,1.0,Other
What is the use of HColumnDescriptor class?,1.0,Other
What is the function of HMaster?,1.0,Other
How many compaction types are in HBase?,2.0,Other
Define HRegionServer in HBase,1.0,Other
Which filter accepts the pagesize as the parameter in HBase?,1.0,Other
Which method is used to access HFile directly without using HBase?,1.0,Other
Which type of data HBase can store?,2.0,Other
What is the use of Apache HBase?,1.0,Other
What are the features of Apache HBase?,1.0,Other
How do I upgrade Maven-managed projects from HBase 0.94 to HBase 0.96+?,2.0,Other
How should I design my schema in HBase?,2.0,Other
What is the Hierarchy of Tables in Apache HBase?,1.0,Other
How can I troubleshoot my HBase cluster?,2.0,Other
Compare HBase with Cassandra?,2.0,Other
Compare HBase with Hive?,2.0,Other
What version of Hadoop do I need to run HBase?,1.0,Other
"
Find MongoDB Training in Other Regions",,SQL
Compare MongoDB with Cassandra.,2.0,SQL
What is Cassandra?,1.0,Other
List the benefits of using Cassandra.,1.0,Other
Explain the concept of tunable consistency in Cassandra.,2.0,Other
How does Cassandra write?,2.0,Other
Define the management tools in Cassandra.,1.0,Other
Define memtable.,1.0,Other
What is SSTable? How is it different from other relational tables?,2.0,Other
Explain the concept of Bloom Filter.,2.0,Other
Explain CAP Theorem.,2.0,Other
"State the differences between a node, a cluster, and a data center in Cassandra.",2.0,Other
How to write a query in Cassandra?,2.0,Other
What OS does Cassandra support?,1.0,OS
What is Cassandra Data Model?,1.0,Other
What is CQL?,1.0,Other
Explain the concept of compaction in Cassandra.,2.0,Other
Does Cassandra support ACID transactions?,,SQL
Explain Cqlsh.,2.0,Other
What is Super Column in Cassandra?,1.0,Other
Define the consistency levels for read operations in Cassandra.,1.0,Other
What is the difference between Column and Super Column?,2.0,Other
What is Column Family?,1.0,Other
Define the use of the source command in Cassandra.,1.0,Other
What is Thrift?,1.0,Other
Explain Tombstone in Cassandra.,2.0,Other
On what platforms does Cassandra run?,1.0,Other
Name the ports that Cassandra uses.,1.0,Other
Can you add or remove column families in a working cluster?,2.0,Other
What is replication factor in Cassandra?,1.0,Other
Can we change the replication factor on a live cluster?,2.0,Other
How to iterate all rows in a Column Family?,2.0,Other
"
Find MongoDB Training in Other Regions",,SQL
Compare NoSQL & RDBMS,2.0,SQL
What is NoSQL?,1.0,SQL
What are the features of NoSQL?,1.0,SQL
Explain the difference between NoSQL v/s Relational database?,2.0,SQL
Explain “Polyglot Persistence” in NoSQL?,2.0,SQL
How does NoSQL DB budget memory?,2.0,SQL
How to script NoSQL DB configuration?,2.0,SQL
Does NoSQL Database Interact With Oracle Database?,,SQL
What is the difference between NoSQL & Mysql DBs’?,2.0,SQL
Explain Oracle NoSQL database?,2.0,SQL
When should I use a NoSQL database instead of a relational database?,1.0,SQL
"
Find MongoDB Training in Other Regions",,SQL
Compare CouchDB and MongoDB,2.0,SQL
What is CouchDB?,1.0,SQL
What Language is CouchDB Written in?,1.0,SQL
Why Does CouchDB Not Use Mnesia?,2.0,SQL
How do I use transactions with CouchDB?,2.0,SQL
"How do you compare MongoDB, CouchDB and CouchBase?",2.0,SQL
How is PouchDB different from CouchDB?,2.0,SQL
So is CouchDB now going to written in Java?,,SQL
What does IBM’s involvement mean for CouchDB and the community?,1.0,SQL
Mention the main features of CouchDB?,1.0,SQL
What is the use of CouchDB?,1.0,SQL
What is CouchdbKit?,1.0,Other
"
Find MongoDB Training in Other Regions",,SQL
What is Python?,1.0,Other
Python is an interpreted language. Explain.,2.0,Other
What is the difference between lists and tuples?,2.0,Other
